,City,DOM,Year_Built,Beds,Sold_Price,Cost_per_sqft,Above_Grade_Finished_sqft,Lat,Lon,year,month,half_bath,full_bath
11222,Falls Church,49,1957,3,605000,443.22,1365,38.9173895,-77.20086643,2020,6,1,1
11223,Centreville,3,1981,3,520000,240.41,2163,38.85924645,-77.4560776,2020,5,1,2
11224,Herndon,5,1979,5,470000,293.02,1604,38.8907693,-77.3482828,2020,6,0,3
11225,Alexandria,1,1998,4,965000,368.32,2620,38.72797505,-77.05851437,2020,5,1,3
11226,Clifton,13,1953,5,580000,221.71,2616,38.834619,-77.406297,2020,6,0,3
11227,Alexandria,7,1958,4,600000,371.29,1616,38.86422,-77.371977,2020,5,0,3
11228,Centreville,4,1982,4,573000,321.55,1782,38.8907693,-77.3482828,2020,6,1,2
11229,Falls Church,18,1953,4,856500,412.18,2078,38.8517195,-77.20883695,2020,6,1,2
11230,Chantilly,3,1979,4,557000,226.15,2463,38.8907693,-77.3482828,2020,6,0,3
11231,Vienna,1,1956,3,720000,629.37,1144,38.8907693,-77.3482828,2020,5,0,3
11232,Fairfax,2,1969,5,590000,239.84,2460,38.865225,-77.395616,2020,6,0,3
11233,Fairfax,0,2020,7,1304880,269.16,4848,38.8907693,-77.3482828,2020,4,1,6
11234,Herndon,1,1987,4,700000,271.42,2579,38.9149045,-77.40158904,2020,5,1,4
11235,Herndon,7,1983,4,560000,307.02,1824,38.8907693,-77.3482828,2020,6,1,3
11236,Chantilly,6,1986,4,560000,380.95,1470,38.89523,-77.41692,2020,5,1,2
11238,Chantilly,12,1986,4,605000,410.17,1475,38.89523,-77.41692,2021,11,1,2
11240,Herndon,2,1976,4,600000,333.33,1800,38.9303415,-77.38738399,2020,6,1,2
11241,Fairfax,38,2020,6,1420000,367.49,3864,38.8907693,-77.3482828,2020,6,1,4
11243,Fairfax,2,2020,5,1420000,367.49,3864,38.8907693,-77.3482828,2020,6,1,4
11245,Annandale,4,1950,4,542538,305.14,1778,38.905488,-77.383989,2020,6,0,2
11246,Alexandria,4,1967,4,547000,478.15,1144,32.7440238,-90.0331404,2020,6,0,2
11247,Annandale,33,1964,5,720000,468.45,1537,38.8907693,-77.3482828,2020,6,0,3
11248,Alexandria,6,1975,4,774900,345.94,2240,38.720788,-77.067377,2020,6,1,3
11249,Springfield,8,1980,3,515000,404.87,1272,38.741149,-77.250347,2020,6,1,2
11250,Clifton,3,1978,4,906500,241.86,3748,38.8907693,-77.3482828,2020,6,1,3
11251,Vienna,24,1955,3,690000,596.89,1156,38.889901,-77.259424,2020,6,0,2
11252,Springfield,4,1964,5,630000,382.75,1646,38.777207,-77.21585191,2020,6,0,3
11253,Oakton,12,1978,6,1075000,350.28,3069,38.913103,-77.329712,2020,6,1,4
11254,Great Falls,9,1989,4,1110000,333.94,3324,38.994936,-77.33314,2020,6,1,3
11255,Great Falls,1,2020,7,3451358,1725679,2,39.003841,-77.287986,2020,4,2,8
11256,Reston,1,1974,4,650000,256.21,2537,38.930143,-77.372356,2020,4,1,2
11257,Springfield,4,1989,3,660000,331.83,1989,38.8907693,-77.3482828,2020,6,1,3
11258,Alexandria,1,1964,4,720000,341.07,2111,38.8907693,-77.3482828,2020,4,1,3
11259,Vienna,14,1977,6,980000,289.43,3386,38.92826015,-77.30701518,2020,6,1,3
11260,Mclean,3,1958,4,905000,411.93,2197,38.8907693,-77.3482828,2020,5,1,2
11261,Herndon,2,1989,5,725000,315.49,2298,38.8907693,-77.3482828,2020,6,1,3
11262,Fairfax,7,1988,4,740000,248.66,2976,38.835573,-77.393661,2020,6,1,3
11263,Fairfax,12,1963,5,925000,429.23,2155,38.8501865,-77.262227,2020,6,0,3
11264,Mclean,0,2020,6,3030000,359.26,8434,38.8907693,-77.3482828,2020,4,1,2
11265,Springfield,3,1978,3,410000,375.11,1093,38.8907693,-77.3482828,2020,5,1,2
11267,Springfield,2,1978,3,575000,526.08,1093,38.8907693,-77.3482828,2020,9,1,2
11269,Oakton,7,1985,4,825000,355.91,2318,38.879733,-77.34708794,2020,6,0,3
11270,Fairfax,7,1985,4,654500,349.63,1872,38.8907693,-77.3482828,2020,6,1,2
11271,Falls Church,2,1947,4,648000,466.19,1390,38.874934,-77.1860105,2020,5,0,2
11272,Herndon,13,1978,4,569000,316.11,1800,38.991876,-77.389619,2020,6,1,3
11273,Herndon,5,1989,4,588000,297.27,1978,38.999192,-77.382277,2020,6,2,2
11274,Springfield,3,1961,4,555000,497.31,1116,38.783394,-77.223591,2020,6,0,2
11275,Annandale,1,1964,5,737500,442.15,1668,38.8907693,-77.3482828,2020,4,1,2
11276,Falls Church,8,1951,4,765000,358.15,2136,38.8907693,-77.3482828,2020,6,0,3
11277,Fairfax,9,1971,4,780000,286.66,2721,38.8907693,-77.3482828,2020,5,1,2
11278,Vienna,8,1988,4,1005000,379.53,2648,38.8907693,-77.3482828,2020,6,1,3
11279,Springfield,4,1959,4,622400,281.37,2212,38.8907693,-77.3482828,2020,6,0,3
11280,Lorton,2,2000,4,720000,251.4,2864,38.8907693,-77.3482828,2020,6,1,3
11281,Reston,4,1971,3,625000,428.38,1459,38.92821675,-77.32432774,2020,5,0,3
11282,Springfield,4,1967,4,610000,252.17,2419,38.8907693,-77.3482828,2020,6,1,2
11283,Falls Church,5,1960,5,990000,665.32,1488,38.853798,-77.197457,2020,6,0,3
11284,Annandale,16,1959,3,700000,317.6,2204,38.8907693,-77.3482828,2020,6,1,2
11285,Alexandria,4,1959,4,830250,339.85,2443,38.8907693,-77.3482828,2020,6,1,2
11286,Fairfax,14,1980,4,759000,271.65,2794,38.838206,-77.370867,2020,6,1,2
11287,Springfield,8,1965,4,639900,444.38,1440,38.8907693,-77.3482828,2020,6,0,3
11288,Centreville,2,1993,3,502000,327.68,1532,38.8907693,-77.3482828,2020,5,0,2
11289,Springfield,9,1999,4,865000,248.42,3482,38.8907693,-77.3482828,2020,6,1,4
11290,Mclean,4,1960,4,880000,661.65,1330,38.921438,-77.187677,2020,6,0,3
11291,Alexandria,4,1983,4,743800,319.91,2325,38.8907693,-77.3482828,2020,6,1,3
11292,Falls Church,3,1993,4,850000,307.53,2764,38.8907693,-77.3482828,2020,6,1,3
11293,Falls Church,3,1962,4,827000,571.13,1448,38.8907693,-77.3482828,2020,6,0,3
11294,Alexandria,7,1940,4,683557,386.63,1768,38.935831,-77.290987,2020,6,1,2
11295,Clifton,3,1987,5,675000,308.64,2187,38.8907693,-77.3482828,2020,6,1,3
11296,Fairfax,7,1999,5,875000,249.57,3506,38.864075,-77.349502,2020,6,1,4
11297,Reston,5,1975,5,733400,249.12,2944,38.94032475,-77.34495165,2020,5,1,2
11298,Herndon,4,1983,3,542000,306.91,1766,38.908598,-77.415483,2020,5,0,3
11299,Alexandria,3,1954,4,625000,365.93,1708,38.8907693,-77.3482828,2020,5,0,3
11300,Falls Church,3,1955,3,524900,424.68,1236,38.8740715,-77.19829138,2020,6,0,1
11301,Herndon,28,1988,4,612000,305.08,2006,38.944697,-77.383652,2020,6,1,2
11302,Alexandria,15,1963,5,645000,434.34,1485,38.8907693,-77.3482828,2020,6,0,3
11303,Annandale,7,1953,4,659900,509.18,1296,38.8907693,-77.3482828,2020,5,0,3
11305,Annandale,6,1953,3,490000,378.09,1296,38.8907693,-77.3482828,2020,1,0,2
11307,Fairfax Station,0,2007,6,900000,255.25,3526,38.8907693,-77.3482828,2020,4,0,5
11308,Herndon,4,1986,3,516000,458.26,1126,38.990049,-77.371722,2020,5,0,3
11309,Burke,5,1973,5,598000,314.74,1900,38.8907693,-77.3482828,2020,6,1,3
11310,Burke,3,1987,4,690000,316.22,2182,38.8907693,-77.3482828,2020,6,1,2
11311,Springfield,5,1960,4,531000,352.12,1508,38.8907693,-77.3482828,2020,6,0,3
11313,Springfield,2,1960,5,700000,464.19,1508,38.8907693,-77.3482828,2021,2,0,3
11315,Alexandria,3,1957,3,730000,554.71,1316,38.8907693,-77.3482828,2020,6,0,2
11317,Alexandria,62,1957,3,800000,598.35,1337,38.8907693,-77.3482828,2023,1,0,2
11319,Annandale,4,1965,5,775000,371.7,2085,38.8907693,-77.3482828,2020,5,0,3
11320,Vienna,12,1979,4,838000,322.06,2602,32.7440238,-90.0331404,2020,6,1,3
11321,Alexandria,2,1980,4,725000,281.77,2573,38.8907693,-77.3482828,2020,5,1,3
11322,Chantilly,4,1993,4,700000,317.89,2202,38.8907693,-77.3482828,2020,6,1,3
11323,Reston,14,1986,5,765000,335.53,2280,38.890535,-77.332536,2020,6,2,2
11324,Alexandria,23,1951,3,500000,408.5,1224,38.8114415,-77.15812432,2020,6,1,1
11325,Herndon,0,1982,4,745000,352.75,2112,38.91164885,-77.39102455,2020,6,1,2
11326,Burke,4,1985,4,716000,283,2530,38.8907693,-77.3482828,2020,6,1,2
11327,Springfield,4,1959,4,530000,356.9,1485,38.852196,-77.302235,2020,5,0,3
11328,Springfield,10,1963,5,711000,389.8,1824,38.771752,-77.221716,2020,6,0,3
11329,Falls Church,14,2002,6,1080000,286.55,3769,38.881771,-77.355451,2020,6,0,5
11330,Springfield,4,1982,3,474900,491.61,966,38.8907693,-77.3482828,2020,5,0,2
11331,Alexandria,17,1960,4,615000,502.86,1223,38.8907693,-77.3482828,2020,6,1,2
11332,Mclean,9,1952,4,1096000,462.45,2370,38.9157895,-77.1706195,2020,6,0,4
11334,Mclean,3,1952,4,1425000,531.72,2680,38.9157895,-77.1706195,2021,8,1,3
11336,Springfield,1,1977,4,685000,253.89,2698,38.8907693,-77.3482828,2020,4,1,2
11337,Mclean,16,1964,4,1190000,418.42,2844,38.8907693,-77.3482828,2020,6,2,2
11338,Oak Hill,3,1986,4,720000,275.02,2618,38.9273715,-77.39823021,2020,5,1,2
11340,Oak Hill,6,1986,4,940000,359.05,2618,38.9273715,-77.39823021,2023,3,1,2
11342,Vienna,7,1969,5,925000,402.7,2297,38.8907693,-77.3482828,2020,6,1,3
11343,Falls Church,2,1948,4,659131,460.93,1430,38.902178,-77.352952,2020,5,0,2
11344,Herndon,6,1982,4,606500,323.99,1872,39.000928,-77.373394,2020,5,1,3
11345,Herndon,17,1982,5,595000,367.74,1618,38.8907693,-77.3482828,2020,6,0,4
11346,Fairfax,27,1967,3,515000,335.5,1535,38.8713505,-77.40474668,2020,6,0,2
11347,Centreville,6,1991,4,774900,278.74,2780,38.8907693,-77.3482828,2020,5,1,3
11348,Annandale,26,1958,3,488000,466.54,1046,38.8907693,-77.3482828,2020,6,0,2
11349,Fairfax,2,1986,4,676000,329.43,2052,38.8344795,-77.391907,2020,6,1,3
11350,Falls Church,29,2017,6,1365000,305.51,4468,38.8907693,-77.3482828,2020,6,0,6
11351,Falls Church,4,1958,5,588600,302,1949,38.8769355,-77.172105,2020,5,1,2
11352,Oak Hill,8,1999,4,1155000,257.47,4486,38.8991956,-77.38654535,2020,6,1,4
11353,Springfield,4,1972,4,624900,431.26,1449,38.8907693,-77.3482828,2020,5,0,3
11354,Springfield,6,1978,6,680000,307.14,2214,38.7934335,-77.2095175,2020,5,1,3
11355,Centreville,5,1987,4,719000,219.21,3280,38.866634,-77.457898,2020,5,1,3
11356,Fairfax Station,3,1991,4,755000,275.15,2744,38.737807,-77.270731,2020,5,1,3
11357,Mclean,5,1978,4,1125000,422.93,2660,38.8907693,-77.3482828,2020,6,1,3
11358,Fairfax,3,1986,4,790000,251.19,3145,38.80457,-77.2978185,2020,6,1,2
11359,Alexandria,13,1954,3,420000,356.84,1177,38.8907693,-77.3482828,2020,6,0,1
11361,Alexandria,89,1954,3,499900,410.43,1218,38.8907693,-77.3482828,2023,2,0,1
11363,Centreville,4,1970,5,490000,319.43,1534,38.8907693,-77.3482828,2020,5,0,3
11364,Burke,3,1979,4,665000,311.62,2134,38.8907693,-77.3482828,2020,6,1,3
11365,Falls Church,2,1953,4,815000,493.94,1650,38.8907693,-77.3482828,2020,5,1,2
11366,Annandale,27,1961,4,565000,319.21,1770,38.8907693,-77.3482828,2020,6,0,3
11367,Centreville,0,1983,3,435000,384.28,1132,38.870041,-77.371065,2020,2,1,2
11368,Springfield,4,1966,4,635000,473.88,1340,38.8907693,-77.3482828,2020,6,0,3
11369,Annandale,5,1954,4,625000,485.25,1288,38.955141,-119.945554,2020,5,0,3
11370,Falls Church,5,1966,4,742500,424.04,1751,38.851468,-77.183953,2020,6,0,3
11371,Oakton,9,1976,4,940000,345.59,2720,38.91081415,-77.3235676,2020,6,1,2
11372,Springfield,6,1994,5,816000,341.99,2386,38.8907693,-77.3482828,2020,6,1,3
11373,Fairfax Station,2,1988,4,800000,325.2,2460,38.7423625,-77.28089056,2020,5,1,3
11374,Mclean,12,2019,6,1925000,367.16,5243,38.8907693,-77.3482828,2020,6,1,7
11375,Chantilly,17,1985,4,632500,327.04,1934,38.690694,-77.337957,2020,6,1,3
11376,Falls Church,1,1967,5,802500,597.1,1344,38.8907693,-77.3482828,2020,6,0,3
11377,Springfield,4,1971,4,630000,521.96,1207,38.8907693,-77.3482828,2020,5,0,3
11378,Alexandria,6,1970,4,730000,330.17,2211,38.7925225,-77.12797654,2020,5,1,3
11379,Fairfax,1,1968,4,600000,276.88,2167,38.8695575,-77.39691405,2020,4,0,3
11380,Mclean,6,1958,4,1295000,470.23,2754,38.8907693,-77.3482828,2020,5,1,4
11381,Clifton,12,1986,4,690000,288.94,2388,38.823768,-77.419551,2020,6,1,3
11382,Springfield,8,1975,4,630000,309.73,2034,38.8907693,-77.3482828,2020,5,1,2
11383,Springfield,5,1973,4,601500,260.73,2307,38.7651015,-77.25322426,2020,6,1,2
11384,Springfield,4,1960,4,560500,403.53,1389,38.7772445,-77.22160344,2020,6,0,3
11385,Falls Church,5,1988,5,985007,324.44,3036,38.8907693,-77.3482828,2020,5,1,3
11386,Falls Church,5,1957,3,631000,429.25,1470,38.917316,-77.201994,2020,5,0,2
11387,Springfield,4,1965,4,650000,288.89,2250,38.8907693,-77.3482828,2020,5,0,3
11388,Alexandria,5,1955,3,439900,375.98,1170,38.8907693,-77.3482828,2020,5,1,1
11389,Falls Church,15,1940,4,765000,404.33,1892,38.9092,-77.371488,2020,6,0,3
11390,Springfield,11,1957,4,523000,315.06,1660,38.8907693,-77.3482828,2020,6,0,2
11391,Alexandria,6,1949,3,610000,339.64,1796,38.8907693,-77.3482828,2020,5,0,2
11392,Annandale,6,1953,4,593000,417.02,1422,38.8907693,-77.3482828,2020,6,0,2
11393,Mclean,19,1967,4,915000,577.65,1584,32.7440238,-90.0331404,2020,6,0,3
11394,Lorton,3,1969,3,520000,431.89,1204,39.6689941,-76.3794052,2020,5,1,2
11395,Burke,2,1978,4,655000,339.73,1928,38.8907693,-77.3482828,2020,5,1,3
11396,Falls Church,3,1952,3,515000,433.5,1188,38.863814,-77.181704,2020,5,0,2
11397,Vienna,15,1976,4,880000,437.81,2010,33.6157083,-81.1020414,2020,6,1,3
11398,Centreville,48,1988,5,730000,203.74,3583,38.8907693,-77.3482828,2020,6,1,3
11399,Vienna,4,1969,5,800000,301.32,2655,38.907842,-77.266114,2020,5,1,3
11400,Fairfax Station,23,1973,4,790000,343.78,2298,38.8907693,-77.3482828,2020,6,0,3
11401,Fairfax,9,1968,4,549000,305,1800,38.869134,-77.38988,2020,6,0,2
11402,Fairfax,1,1969,4,600000,377.36,1590,38.814736,-77.290855,2020,5,1,2
11403,Falls Church,5,1951,2,643000,565.03,1138,38.8907693,-77.3482828,2020,6,0,2
11404,Fairfax,1,1966,4,650000,356.36,1824,38.866055,-77.374988,2020,6,1,2
11405,Herndon,7,1995,5,995000,192.9,5158,38.900862,-77.338603,2020,6,1,4
11406,Falls Church,3,1954,3,655000,438.71,1493,44.873197,-93.266392,2020,6,0,3
11407,Burke,13,1981,5,725000,304.11,2384,38.799604,-77.261855,2020,6,1,3
11408,Falls Church,7,1950,4,895000,365.6,2448,38.8907693,-77.3482828,2020,6,1,2
11409,Centreville,2,1992,3,552500,291.4,1896,38.8907693,-77.3482828,2020,6,0,2
11410,Alexandria,6,1950,4,600000,275.74,2176,38.8907693,-77.3482828,2020,6,0,3
11411,Herndon,3,1986,5,680000,353.8,1922,38.913509,-77.403884,2020,5,1,3
11412,Springfield,1,1954,3,395000,328.07,1204,38.7783575,-77.19544569,2020,4,1,1
11413,Alexandria,5,1956,3,517000,523.28,988,38.774075,-77.09973,2020,5,0,2
11415,Alexandria,57,1956,3,620000,627.53,988,38.774075,-77.09973,2022,10,0,2
11417,Fairfax,2,1963,5,550000,423.08,1300,38.844008,-77.35014228,2020,6,0,2
11418,Falls Church,2,1956,3,674999,370.88,1820,38.8907693,-77.3482828,2020,5,1,1
11419,Great Falls,5,1997,6,1475000,334.01,4416,32.7440238,-90.0331404,2020,5,1,4
11420,Herndon,5,1976,5,535000,489.93,1092,38.92781,-77.3844205,2020,5,0,3
11421,Lorton,1,2007,5,660000,258.82,2550,38.715297,-77.206832,2020,5,1,3
11422,Clifton,3,1998,4,1139900,278.02,4100,38.8907693,-77.3482828,2020,6,1,3
11423,Vienna,8,1993,5,1250000,310.17,4030,32.7440238,-90.0331404,2020,5,2,4
11424,Burke,30,1983,4,696000,352.23,1976,38.796362,-77.262059,2020,6,1,2
11425,Springfield,3,1954,4,489900,416.94,1175,38.8907693,-77.3482828,2020,5,1,1
11426,Falls Church,5,1942,3,900000,409.09,2200,38.910732,-77.401697,2020,6,0,3
11427,Falls Church,11,1960,4,1469000,818.38,1795,38.842199,-77.15379,2020,5,1,2
11428,Fairfax,19,1983,4,735000,414.32,1774,38.854757,-77.369626,2020,6,0,3
11429,Oakton,7,2000,5,1275000,256.54,4970,38.877755,-77.295141,2020,5,1,4
11430,Fairfax,6,1967,5,615000,407.55,1509,38.8907693,-77.3482828,2020,5,0,3
11432,Fairfax,3,1967,4,890000,589.79,1509,38.8907693,-77.3482828,2020,11,0,3
11434,Reston,5,1972,4,700000,397.73,1760,38.9290051,-77.32400678,2020,5,1,2
11435,Clifton,1,1977,5,800000,350.57,2282,38.8907693,-77.3482828,2020,5,1,3
11436,Alexandria,9,1970,5,800000,578.03,1384,38.8907693,-77.3482828,2020,6,0,3
11437,Annandale,3,1956,5,699900,349.95,2000,38.8907693,-77.3482828,2020,6,0,3
11438,Herndon,11,1976,4,695000,278,2500,38.9075842,-77.37166746,2020,5,0,3
11439,Fairfax,5,1978,4,641100,356.17,1800,38.814431,-77.27858,2020,5,1,3
11440,Lorton,4,1993,4,840000,294.01,2857,38.8907693,-77.3482828,2020,6,1,2
11441,Lorton,5,1981,4,500000,324.68,1540,38.8907693,-77.3482828,2020,5,1,3
11442,Springfield,4,1968,5,665000,350.92,1895,38.775626,-77.2407825,2020,6,1,2
11443,Annandale,4,1968,4,785000,273.9,2866,32.7440238,-90.0331404,2020,6,1,3
11444,Springfield,2,1999,4,850000,239.5,3549,32.7440238,-90.0331404,2020,5,1,3
11445,Alexandria,8,1956,4,541000,383.14,1412,38.78537925,-77.12008144,2020,5,0,3
11446,Vienna,8,1968,5,870000,303.98,2862,38.922698,-77.261482,2020,6,1,3
11447,Fairfax,19,1968,4,580000,191.48,3029,38.8723645,-77.400323,2020,6,1,2
11448,Herndon,4,1985,3,635000,350.44,1812,38.91936,-77.40274011,2020,5,1,3
11450,Herndon,23,1985,3,750000,403.66,1858,38.91936,-77.40274011,2022,8,1,3
11452,Herndon,3,1990,4,660000,249.24,2648,38.8907693,-77.3482828,2020,6,1,2
11453,Chantilly,13,1989,5,730000,251.55,2902,38.90311785,-77.41820526,2020,6,1,3
11454,Springfield,15,1964,4,589000,370.44,1590,38.8907693,-77.3482828,2020,5,1,2
11455,Vienna,15,1997,5,1170000,279.37,4188,38.8907693,-77.3482828,2020,6,1,4
11456,Burke,0,1983,4,680000,337.3,2016,38.8907693,-77.3482828,2020,4,1,2
11457,Centreville,4,1985,4,620000,271.93,2280,32.7440238,-90.0331404,2020,5,1,2
11458,Fairfax,4,1977,4,710000,234.25,3031,38.8907693,-77.3482828,2020,5,1,3
11459,Vienna,38,1998,4,1200000,427.5,2807,38.899024,-77.253579,2020,6,1,2
11460,Falls Church,9,1943,5,650000,446.12,1457,38.951791,-76.894241,2020,6,0,4
11461,Herndon,1,1966,4,882000,460.33,1916,38.89681865,-77.37632354,2020,5,0,3
11462,Alexandria,18,1969,4,645000,336.99,1914,38.8907693,-77.3482828,2020,6,1,2
11463,Alexandria,7,1963,4,500000,454.55,1100,38.8907693,-77.3482828,2020,5,0,2
11464,Great Falls,7,2002,5,1310000,231.98,5647,38.9956412,-77.30508042,2020,6,1,4
11465,Springfield,7,1956,3,435000,342.79,1269,38.8907693,-77.3482828,2020,6,0,2
11466,Falls Church,1,1960,3,773000,390.21,1981,38.8907693,-77.3482828,2020,4,0,3
11467,Fairfax Station,4,1991,5,800000,287.98,2778,38.738021,-77.26872,2020,6,0,4
11468,Springfield,15,1961,3,519000,369.66,1404,38.8907693,-77.3482828,2020,6,1,1
11469,Springfield,13,1966,4,595000,281.59,2113,38.8907693,-77.3482828,2020,5,1,2
11470,Vienna,0,2013,5,1300000,322.1,4036,38.886405,-77.255455,2020,5,1,5
11472,Vienna,9,2013,6,1515000,375.37,4036,38.886405,-77.255455,2021,6,0,6
11474,Fairfax Station,3,1996,4,855000,267.35,3198,38.8907693,-77.3482828,2020,6,1,4
11475,Springfield,4,1964,5,610750,293.63,2080,38.8907693,-77.3482828,2020,5,1,3
11476,Annandale,5,1961,4,640000,316.05,2025,38.872184,-77.373,2020,5,0,3
11477,Springfield,21,1968,4,500000,273.82,1826,38.8907693,-77.3482828,2020,6,1,2
11478,Springfield,8,1954,4,544000,445.9,1220,38.8907693,-77.3482828,2020,6,0,2
11479,Centreville,5,1998,4,675000,245.63,2748,38.8907693,-77.3482828,2020,5,1,3
11480,Falls Church,4,1954,2,610000,690.05,884,38.8907693,-77.3482828,2020,6,1,1
11482,Falls Church,42,2021,6,1650000,324.8,5080,38.8907693,-77.3482828,2021,6,0,5
11484,Fairfax,2,1984,4,730000,194.25,3758,38.83575585,-77.37701319,2020,5,1,2
11485,Vienna,5,1998,4,1140000,403.11,2828,38.8907693,-77.3482828,2020,6,1,4
11487,Vienna,32,1998,4,1300000,459.69,2828,38.8907693,-77.3482828,2022,10,1,4
11489,Alexandria,21,1956,3,549000,267.8,2050,38.8031105,-77.15571355,2020,6,0,2
11491,Alexandria,11,1956,3,620000,407.36,1522,38.8031105,-77.15571355,2023,2,0,2
11493,Springfield,7,1958,3,520000,321.19,1619,38.8907693,-77.3482828,2020,5,1,1
11494,Alexandria,8,1971,4,596000,482.59,1235,38.8907693,-77.3482828,2020,6,0,3
11496,Alexandria,17,1971,4,690000,558.7,1235,38.8907693,-77.3482828,2023,3,0,3
11498,Annandale,32,1964,5,693000,446.52,1552,38.83894,-77.230452,2020,6,0,3
11499,Alexandria,29,1952,3,415000,323.46,1283,38.8907693,-77.3482828,2020,6,0,1
11500,Mclean,6,1986,4,1300000,463.62,2804,38.8907693,-77.3482828,2020,5,1,4
11501,Herndon,2,1995,4,785000,235.24,3337,38.9400105,-77.390849,2020,5,1,3
11502,Springfield,6,1966,5,715000,233.74,3059,38.8907693,-77.3482828,2020,5,1,3
11503,Springfield,12,1962,5,595000,360.61,1650,38.8907693,-77.3482828,2020,5,0,3
11504,Alexandria,3,1952,4,505000,294.8,1713,38.869562,-77.349109,2020,5,0,2
11505,Falls Church,6,1958,4,750000,421.59,1779,38.8907693,-77.3482828,2020,5,0,3
11506,Vienna,2,1984,4,850000,387.07,2196,38.942515,-77.352983,2020,5,1,3
11507,Annandale,1,1962,4,661000,512.4,1290,38.8907693,-77.3482828,2020,5,1,2
11508,Springfield,5,1955,3,461500,306.24,1507,38.8907693,-77.3482828,2020,5,1,1
11510,Springfield,1,1955,3,600000,398.14,1507,38.8907693,-77.3482828,2021,5,1,1
11512,Reston,1,1966,4,680000,464.16,1465,38.92718765,-77.36414896,2020,5,0,3
11513,Fairfax,8,1973,4,630000,525,1200,38.8907693,-77.3482828,2020,5,0,3
11514,Annandale,1,1948,6,725000,364.14,1991,38.891685,-77.380167,2020,5,0,3
11515,Chantilly,10,2002,4,685000,228.18,3002,38.88915675,-77.43268116,2020,6,1,4
11516,Fairfax,5,1968,5,998000,351.9,2836,38.8907693,-77.3482828,2020,6,0,4
11517,Chantilly,4,1999,5,853700,231.98,3680,38.8907693,-77.3482828,2020,5,1,4
11518,Fairfax,1,1968,4,585000,444.53,1316,38.8738595,-77.38772608,2020,5,0,3
11520,Fairfax,6,1968,4,751000,570.67,1316,38.8738595,-77.38772608,2023,4,0,3
11522,Springfield,8,1969,5,491000,365.33,1344,38.8907693,-77.3482828,2020,5,0,3
11523,Fairfax,2,1968,4,580000,259.97,2231,38.872969,-77.395207,2020,5,1,2
11524,Falls Church,28,2007,4,1550000,386.53,4010,38.8907693,-77.3482828,2020,6,1,4
11525,Springfield,1,1983,3,585000,358.9,1630,38.8907693,-77.3482828,2020,4,1,3
11526,Alexandria,7,1958,3,615552,564.73,1090,38.8907693,-77.3482828,2020,5,0,2
11527,Burke,6,1986,4,695000,288.98,2405,38.760743,-77.27139,2020,5,1,3
11528,Fairfax Station,31,1986,4,637000,285.39,2232,38.893874,-77.319501,2020,6,1,2
11529,Herndon,23,2016,4,950000,323.57,2936,38.8907693,-77.3482828,2020,6,1,4
11530,Great Falls,21,1989,4,1090000,333.54,3268,38.99508995,-77.33427258,2020,6,1,3
11531,Fairfax Station,5,1978,4,700000,338.16,2070,38.916224,-77.310866,2020,6,1,2
11532,Falls Church,8,1953,3,610252,397.82,1534,38.889414,-77.346271,2020,5,0,2
11533,Burke,11,1977,4,635000,330.73,1920,38.8907693,-77.3482828,2020,5,1,2
11534,Annandale,4,1966,4,825000,361.68,2281,38.838551,-77.22785,2020,4,0,3
11535,Herndon,3,1979,5,615000,307.5,2000,42.2773177,-71.4165905,2020,6,1,2
11536,Falls Church,3,1956,4,830000,580.01,1431,38.8907693,-77.3482828,2020,5,0,2
11537,Fairfax,29,2000,4,905000,247.61,3655,38.8494195,-77.38998126,2020,6,1,3
11538,Burke,28,1977,5,664000,339.99,1953,38.8907693,-77.3482828,2020,6,1,3
11539,Chantilly,10,1973,4,515000,269.07,1914,38.879843,-77.417017,2020,5,0,3
11540,Fairfax,16,1977,4,567000,227.35,2494,38.8907693,-77.3482828,2020,6,1,2
11541,Reston,26,1971,5,835000,334,2500,40.641087,-74.016552,2020,6,0,3
11542,Vienna,11,1956,4,690000,586.73,1176,38.904581,-77.255838,2020,5,0,3
11544,Vienna,77,2020,5,1581595,411.66,3842,38.904581,-77.255838,2021,3,1,5
11546,Alexandria,3,1954,4,500000,391.85,1276,38.7706205,-77.095276,2020,5,0,2
11547,Burke,1,1981,4,736000,312.93,2352,38.8907693,-77.3482828,2020,5,1,3
11548,Vienna,16,1958,4,720000,629.37,1144,38.905025,-77.247964,2020,5,0,2
11549,Alexandria,1,1942,3,360000,407.24,884,39.10511,-77.70833,2020,5,0,1
11550,Mclean,15,1974,5,1075000,383.52,2803,38.923622,-77.143459,2020,6,1,3
11551,Clifton,5,1988,4,720000,249.65,2884,38.817959,-77.424802,2020,5,1,3
11552,Springfield,7,2001,5,899900,237.69,3786,38.782432,-77.245464,2020,5,1,4
11553,Vienna,5,1960,4,741000,619.57,1196,36.5615409,-76.2010467,2020,6,0,2
11554,Burke,3,1978,4,634000,258.78,2450,38.8026985,-77.2538528,2020,5,1,2
11555,Springfield,17,1984,4,674900,387.21,1743,38.750797,-77.250182,2020,6,1,2
11556,Herndon,6,2001,4,960000,232.11,4136,38.9277055,-77.40553869,2020,5,1,4
11557,Herndon,7,1988,4,574999,319.09,1802,38.997368,-77.379418,2020,6,1,3
11558,Fairfax,3,1994,5,880000,279.19,3152,38.80891,-77.30503,2020,6,1,3
